,Target,composition,volume_per_atom,material_id
250,176.585765033697,SrCaPb,36.438358935553,250
326,201.585763048652,SrCl2,29.1657554987964,326
301,317.585753838044,SrClF,20.4533072974216,301
95,337.585752250008,SrCuSF,17.1338493176987,95
251,311.585754314455,SrCuSeF,18.6472493397469,251
1204,334.585752488214,SrF2,16.8198602758923,1204
1199,1159.58568698174,SrGaGeH,19.5474448790927,1199
1201,1124.5856897608,SrGaSiH,18.9152897189893,1201
1200,1208.58568309105,SrGaSnH,22.5220709259278,1200
35,694.585723903569,SrGeTeO6,14.0164775887812,35
371,897.585707785004,SrHBr,22.4223551950005,371
358,934.585704847138,SrHCl,19.9857133023016,358
366,3628.58549093871,SrHClO,19.0887041064087,366
1141,590.585732161355,SrHfN2,14.446845507398,1141
117,776.357766373582,SrHfO3,13.9213159395773,117
757,126.585769003787,SrI2,44.5418747568739,757
504,322.585753441035,SrLiBi,29.5107835697887,504
491,621.585729699899,SrLiN,18.3707758439386,491
119,410.585746453678,SrLiP,22.3746986435614,119
44,542.585735972641,SrMg2N2,14.7159221692153,44
377,420.58574565966,SrO,17.6384574035133,377
400,926.915135463965,SrO2,14.5147583927573,400
990,426.585745183249,SrP,28.6518853757011,990
102,526.58573724307,SrPdF4,15.8463692427239,102
54,219.58576161942,SrS,27.8657667710305,54
422,143.585767653956,SrSe,31.3132215358585,422
536,782.643617737651,SrSeO3,16.1028724478145,536
1000,1343.58567237181,SrSn(BO3)2,12.3428265001036,1000
214,121.585769400796,SrTe,38.0033590276651,214
1147,781.585716995612,SrTiN2,14.7677308883408,1147
1220,918.585706117567,SrWN3,15.6425348512697,1220
649,469.585741768972,SrZnF4,15.1546755734311,649
1140,580.256144779931,SrZrN2,14.8582916299001,1140
161,955.5857031797,TaAlO4,12.1007765292824,161
51,413.585746215472,TaCu3S4,21.5400834150737,51
593,278.585756934714,TaCu3Se4,23.2969681194699,593
1134,223.585761301813,TaCu3Te4,26.8335500455906,1134
1105,795.585715883987,TaInO4,12.5240779915548,1105
596,816.58571421655,TaNO,10.9096585977534,596
520,249.585759237366,TaSbRu,19.7985309294831,520
806,256.585758681554,Te2Mo,28.0529262369942,806
395,234.585760428393,Te2Ru,23.4618391696702,395
1043,731.585720965702,TeO2,16.7476903199143,1043
386,770.585717869032,TeO3,12.1580093530435,386
217,95.5857714652423,TePb,35.3791962864633,217
465,454.585742959999,Ti(CuS)4,17.4611040906837,465
914,834.585712787317,TiBi2O5,15.8871526991073,914
811,680.585725015193,TiCdF6,15.0294702754061,811
129,709.585722712542,TiCdO3,12.2780271774288,129
805,293.585755743687,TiCoSb,17.0589417931986,805
1071,412.585746294874,TiFe2Si,11.5263979333129,1071
1161,315.585753996848,TiFeTe,16.9709497444771,1161
6,297.58575542608,TiGePt,17.9165145443748,6
1124,272.585757411125,TiNiSn,17.2459764791834,1124
392,768.358349587968,TiO2,10.7153302138719,392
239,800.430767217488,TiPbO3,13.7969535393833,239
1169,368.585749788553,TiSiPt,17.1107508107401,1169
1163,248.585759316768,TiSnPd,20.0027768396221,1163
511,264.585758046339,TiSnPt,20.1680393451201,511
278,82.5857724974656,TlBr,33.3905461392087,278
769,149.585767177545,TlCl,34.8333052021292,769
258,222.919127195718,TlF,22.9240296520214,258
784,59.5857743237068,TlI,45.4630697201786,784
131,1077.58569349268,TlPO4,13.7558073723664,131
686,608.585730732122,TlPd3O4,14.5211281470355,686
568,454.585742959999,VCu3S4,19.8240518813144,568
260,349.585751297187,VCu3Se4,22.5517342607974,260
1241,289.585756061294,VCu3Te4,25.8865860089609,1241
744,329.585752885223,VFeSb,16.169204192974,744
1264,1038.58569658935,WN2,9.71832448274715,1264
683,2160.58560750054,Y2C(NO)2,14.274541770776,683
424,251.585759078563,Y2Cl3,27.4915425414213,424
109,524.585737401873,Y2SO2,16.7726719893037,109
913,509.5857385929,Y2SeO2,17.672559694965,913
740,1074.58569373089,Y2Si2O7,13.4243915746445,740
939,539.651141832417,Y2TeO2,19.5816698570331,939
384,1001.58569952722,Y2Ti2S2O5,15.1240070569044,384
497,555.585734940418,YAgO2,17.0661617923814,497
847,213.011512801288,YAgSe2,24.8140797892837,847
110,181.585764636688,YAgTe2,30.1295444371322,110
1007,903.585707308594,YAsO4,13.6498084990867,1007
498,594.402093879584,YAuO2,17.0570300559784,498
433,556.585734861016,YClO,17.3374048666007,433
238,935.585704767736,YCrB4,9.77678384762277,238
867,652.585727238444,YCuO2,15.7425740759516,867
846,221.585761460616,YCuSe2,23.7031215990925,846
922,2657.58556803785,YHO2,11.7835800791837,922
457,1160.58568690233,YHSe,16.8176003321124,457
506,182.585764557286,YNiBi,22.8593999656716,506
71,204.585762810447,YNiSb,21.4741548874128,71
556,560.585734543409,YOF,13.5653751509649,556
654,1132.58568912558,YPO4,12.333704469856,654
5,339.585752091205,YSF,16.5354112028147,5
662,801.585715407576,YTaO4,12.6745852636594,662
1219,955.5857031797,YWN3,13.2662878787564,1219
680,515.585738116489,YZnAsO,17.7002404767654,680
98,561.585734464007,YZnPO,16.8001665996792,98
661,358.585750582571,Zn(GaS2)2,21.6282226526394,661
182,260.585758363946,Zn(GaSe2)2,25.1299455128854,182
183,208.58576249284,Zn(GaTe2)2,31.6777596874651,183
273,208.58576249284,Zn(InSe2)2,28.3809447099228,273
249,160.585766304126,Zn(InTe2)2,35.1281192572004,249
1022,739.585720330488,Zn(PtO2)3,11.687226493352,1022
1205,1496.58566022333,ZnCO3,9.81393897943708,1205
289,310.585754393857,ZnCl2,27.3843181607274,289
820,375.58574923274,ZnCu2GeS4,19.0402489166985,820
211,469.585741768972,ZnF2,12.2434067636844,211
492,758.585718821854,ZnGeN2,11.7464977697142,492
615,381.58574875633,ZnGeP2,20.5312194701093,615
264,500.585739307516,ZnO,10.2104296580297,264
128,534.585736607855,ZnPbF6,15.0820679579906,128
144,623.585729541096,ZnPdF6,13.032075823215,144
1028,621.585729699899,ZnPtF6,13.2297608807427,1028
719,334.585752488214,ZnS,20.2451073352239,719
571,221.585761460616,ZnSe,23.7011073726214,571
553,401.585747168294,ZnSiAs2,22.2960191396894,553
627,477.585741133757,ZnSiP2,19.3597833013689,627
136,609.585730652721,ZnSnF6,14.4540763779261,136
597,345.585751614794,ZnSnP2,23.2799189310288,597
259,178.585764874893,ZnTe,29.5728077151228,259
73,679.585725094595,Zr2SN2,14.8840655857774,73
519,241.58575987258,ZrCoBi,20.2170822182534,519
1160,276.585757093518,ZrFeTe,19.1290669864162,1160
1006,799.58571556638,ZrGeO4,10.8520309249947,1006
1167,196.585763445661,ZrInAu,23.1536598350745,1167
1123,228.585760904804,ZrNiSn,19.5037916981825,1123
177,647.514259183629,ZrO2,11.3815435344746,177
548,598.585731526141,ZrSO,16.0306171153825,548
630,1065.5856944455,ZrSiO4,11.3252217839529,630
1170,320.585753599839,ZrSiPt,19.3121451716887,1170
1166,211.585762254634,ZrSnPd,21.9005321436349,1166
1171,211.585762254634,ZrSnPt,22.0751599042483,1171
16,650.585727397247,ZrZnN2,12.6693762383807,16
